sno	Collected_Gene_name	Approved_Symbol	Gene_Identifier	Approved_Name	Ensembl_Gene_ID	NCBI_Gene_ID	Organism_Mapped	Biomarker_Type	PMID	Organism_Tested	Organism_Strain	Gender	Age_In_Years	Tested_Cell_Type	Exposed_Area	Exposed_Area_Type	Radiation_Type	Dosage_Rate	Dose	Study_Type	Control	Sampling_Time_In_hrs	Type_Of_OMICS_Data	Testing_Method	Regulation	Tested_Cell_Or_Tissue_OLS	Identifier_OLS	Identifier_Type_OLS	Empty_col
411	similar to ankyrin of Chromatium vinosum	KANK1	HGNC:19309	KN motif and ankyrin repeat domains 1	ENSG00000107104	23189	Human	Gene	11982916	Homo sapiens			Neonate	Primary keratinocytes from foreskin	Primary keratinocytes from foreskin	Cell	UVB-radiation		100	In vitro	No irradiation	6	Genomics	Microarray	Down	keratinocyte	CL_0000312	Cell Ontology	
412	TP53I3	TP53I3	HGNC:19373	tumor protein p53 inducible protein 3	ENSG00000115129	9540	Human	Gene	26244334	Homo sapiens			Neonate	Human epidermal melanocytes - dark melanocytes	Human epidermal melanocytes - dark melanocytes	Cell	UVB-radiation		750	In vitro	No irradiation	12	Genomics	qRT-PCR	Up	epidermal melanocyte	CL_2000000	Cell Ontology	
413	TP53I3	TP53I3	HGNC:19373	tumor protein p53 inducible protein 3	ENSG00000115129	9540	Human	Gene	26244334	Homo sapiens			Neonate	Human epidermal melanocytes - dark melanocytes	Human epidermal melanocytes - dark melanocytes	Cell	UVB-radiation		750	In vitro	No irradiation	6	Genomics	qRT-PCR	Up	epidermal melanocyte	CL_2000000	Cell Ontology	
414	TP53I3	TP53I3	HGNC:19373	tumor protein p53 inducible protein 3	ENSG00000115129	9540	Human	Gene	26244334	Homo sapiens			Neonate	Human epidermal melanocytes - light melanocytes	Human epidermal melanocytes - light melanocytes	Cell	UVB-radiation		750	In vitro	No irradiation	12	Genomics	qRT-PCR	Up	epidermal melanocyte	CL_2000000	Cell Ontology	
415	TP53I3	TP53I3	HGNC:19373	tumor protein p53 inducible protein 3	ENSG00000115129	9540	Human	Gene	26244334	Homo sapiens			Neonate	Human epidermal melanocytes - light melanocytes	Human epidermal melanocytes - light melanocytes	Cell	UVB-radiation		750	In vitro	No irradiation	6	Genomics	qRT-PCR	Up	epidermal melanocyte	CL_2000000	Cell Ontology	
416	PLK2	PLK2	HGNC:19699	polo like kinase 2	ENSG00000145632	10769	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
417	SNK	PLK2	HGNC:19699	polo like kinase 2	ENSG00000145632	10769	Human	Gene	12907719	Homo sapiens				WS1 human skin fibroblasts	WS1 human skin fibroblasts	Cell	UVC-radiation		10	In vitro	No irradiation	12	Genomics	Microarray	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
418	SNK	PLK2	HGNC:19699	polo like kinase 2	ENSG00000145632	10769	Human	Gene	12907719	Homo sapiens				WS1 human skin fibroblasts	WS1 human skin fibroblasts	Cell	UVC-radiation		10	In vitro	No irradiation	6	Genomics	Microarray	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
419	CHUK	CHUK	HGNC:1974	component of inhibitor of nuclear factor kappa B kinase complex	ENSG00000213341	1147	Human	Gene	18797132	Homo sapiens	Japanese			Blood	Total body irradiation except face and genital region	Tissue	UVB-radiation		3000	In vivo	No irradiation	24	Genomics	Microarray	Down	blood	UBERON_0000178	Uberon Ontology	
420	alanyl-tRNA synthesase	AARS1	HGNC:20	alanyl-tRNA synthetase 1	ENSG00000090861	16	Human	Gene	11982916	Homo sapiens			Neonate	Primary keratinocytes from foreskin	Primary keratinocytes from foreskin	Cell	UVB-radiation		100	In vitro	No irradiation	6	Genomics	Microarray	Down	keratinocyte	CL_0000312	Cell Ontology	
421	CAP	CAP1	HGNC:20040	cyclase associated actin cytoskeleton regulatory protein 1	ENSG00000131236	10487	Human	Gene	11407992	Homo sapiens				Primary keratinocytes	Primary keratinocytes	Cell	UVB-radiation		500	In vitro	No irradiation	24	Genomics	Northern blot	Up	keratinocyte	CL_0000312	Cell Ontology	
422	CAP	CAP1	HGNC:20040	cyclase associated actin cytoskeleton regulatory protein 1	ENSG00000131236	10487	Human	Gene	11407992	Homo sapiens				Primary keratinocytes	Primary keratinocytes	Cell	UVB-radiation		1000	In vitro	No irradiation	24	Genomics	Northern blot	Up	keratinocyte	CL_0000312	Cell Ontology	
423	CAP	CAP1	HGNC:20040	cyclase associated actin cytoskeleton regulatory protein 1	ENSG00000131236	10487	Human	Gene	11407992	Homo sapiens				Primary keratinocytes	Primary keratinocytes	Cell	UVB-radiation		2000	In vitro	No irradiation	24	Genomics	Northern blot	Up	keratinocyte	CL_0000312	Cell Ontology	
424	DNAJC1	DNAJC1	HGNC:20090	DnaJ heat shock protein family (Hsp40) member C1	ENSG00000136770	64215	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
425	DNAJC1	DNAJC1	HGNC:20090	DnaJ heat shock protein family (Hsp40) member C1	ENSG00000136770	64215	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
426	OA1	GPR143	HGNC:20145	G protein-coupled receptor 143	ENSG00000101850	4935	Human	Gene	20147966	Homo sapiens	Fitzpatrick skin type II-III	Both	21-56	Biopsy of exposed skin	Skin	Tissue	UV radiation-General		2400	In vivo	No irradiation	96	Genomics	Microarray	Up	skin of body	UBERON_0002097	Uberon Ontology	
427	OA1	GPR143	HGNC:20145	G protein-coupled receptor 143	ENSG00000101850	4935	Human	Gene	20147966	Homo sapiens	Fitzpatrick skin type II-III	Both	21-56	Biopsy of exposed skin	Skin	Tissue	UVB-radiation			In vivo	No irradiation	96	Genomics	Microarray	Up	skin of body	UBERON_0002097	Uberon Ontology	
428	NUBPL	NUBPL	HGNC:20278	nucleotide binding protein like	ENSG00000151413	80224	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
429	NUBPL	NUBPL	HGNC:20278	nucleotide binding protein like	ENSG00000151413	80224	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
430	CAB39	CAB39	HGNC:20292	calcium binding protein 39	ENSG00000135932	51719	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Down	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
431	ATG10	ATG10	HGNC:20315	autophagy related 10	ENSG00000152348	83734	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
432	ATG10	ATG10	HGNC:20315	autophagy related 10	ENSG00000152348	83734	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
433	CCNL1	CCNL1	HGNC:20569	cyclin L1	ENSG00000163660	57018	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
434	RAPGEF6	RAPGEF6	HGNC:20655	Rap guanine nucleotide exchange factor 6	ENSG00000158987	51735	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
435	clk3	CLK3	HGNC:2071	CDC like kinase 3	ENSG00000179335	1198	Human	Gene	15339208	Homo sapiens				Human lens epithelial cells	Human lens epithelial cells	Cell	UVA-radiation	70	378000	In vitro	No irradiation	4	Genomics	Microarray	Down	lens epithelial cell	CL_0002224	Cell Ontology	
436	SLC35A5	SLC35A5	HGNC:20792	solute carrier family 35 member A5	ENSG00000138459	55032	Human	Gene	18797132	Homo sapiens	Japanese			Blood	Total body irradiation except face and genital region	Tissue	UVB-radiation		3000	In vivo	No irradiation	24	Genomics	Microarray	Down	blood	UBERON_0000178	Uberon Ontology	
437	CLOCK	CLOCK	HGNC:2082	clock circadian regulator	ENSG00000134852	9575	Human	Gene	29180440	Homo sapiens	Healthy		Neonate	Human keratinocytes	Human keratinocytes	Cell	UVB-radiation		200	In vitro	No irradiation	4	Genomics	qRT-PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
438	CLOCK	CLOCK	HGNC:2082	clock circadian regulator	ENSG00000134852	9575	Human	Gene	29180440	Homo sapiens	Healthy		Neonate	Human keratinocytes	Human keratinocytes	Cell	UVB-radiation		200	In vitro	No irradiation	12	Genomics	qRT-PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
439	KIAA0062	SLC39A14	HGNC:20858	solute carrier family 39 member 14	ENSG00000104635	23516	Human	Gene	11982916	Homo sapiens			Neonate	Primary keratinocytes from foreskin	Primary keratinocytes from foreskin	Cell	UVB-radiation		100	In vitro	No irradiation	6	Genomics	Microarray	Down	keratinocyte	CL_0000312	Cell Ontology	
440	GTDC1	GTDC1	HGNC:20887	glycosyltransferase like domain containing 1	ENSG00000121964	79712	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
441	GTDC1	GTDC1	HGNC:20887	glycosyltransferase like domain containing 1	ENSG00000121964	79712	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
442	mitochondrial outer membrane protein 19	TOMM20	HGNC:20947	translocase of outer mitochondrial membrane 20	ENSG00000173726	9804	Human	Gene	11982916	Homo sapiens			Neonate	Primary keratinocytes from foreskin	Primary keratinocytes from foreskin	Cell	UVB-radiation		100	In vitro	No irradiation	6	Genomics	Microarray	Down	keratinocyte	CL_0000312	Cell Ontology	
443	RBM16	SCAF8	HGNC:20959	SR-related CTD associated factor 8	ENSG00000213079	22828	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
444	ATG3	ATG3	HGNC:20962	autophagy related 3	ENSG00000144848	64422	Human	Gene	29154199	Homo sapiens	Healthy		Neonate	Human keratinocytes	Human keratinocytes	Cell	UVB-radiation		500	In vitro	No irradiation	12	Genomics	qRT-PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
445	ATG3	ATG3	HGNC:20962	autophagy related 3	ENSG00000144848	64422	Human	Gene	29154199	Homo sapiens	Healthy		Neonate	Human keratinocytes	Human keratinocytes	Cell	UVB-radiation		500	In vitro	No irradiation	4	Genomics	qRT-PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
446	ANTXR1	ANTXR1	HGNC:21014	ANTXR cell adhesion molecule 1	ENSG00000169604	84168	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
447	ANTXR1	ANTXR1	HGNC:21014	ANTXR cell adhesion molecule 1	ENSG00000169604	84168	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
448	NOL7	NOL7	HGNC:21040	nucleolar protein 7	ENSG00000225921	51406	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
449	CDKAL1	CDKAL1	HGNC:21050	CDK5 regulatory subunit associated protein 1 like 1	ENSG00000145996	54901	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
450	CDKAL1	CDKAL1	HGNC:21050	CDK5 regulatory subunit associated protein 1 like 1	ENSG00000145996	54901	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
451	FARS1	FARS2	HGNC:21062	phenylalanyl-tRNA synthetase 2, mitochondrial	ENSG00000145982	10667	Human	Gene	15339208	Homo sapiens				Human lens epithelial cells	Human lens epithelial cells	Cell	UVA-radiation	70	378000	In vitro	No irradiation	4	Genomics	Microarray	Down	lens epithelial cell	CL_0002224	Cell Ontology	
452	FARS2	FARS2	HGNC:21062	phenylalanyl-tRNA synthetase 2, mitochondrial	ENSG00000145982	10667	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
453	FARS2	FARS2	HGNC:21062	phenylalanyl-tRNA synthetase 2, mitochondrial	ENSG00000145982	10667	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
454	FAM135A	FAM135A	HGNC:21084	family with sequence similarity 135 member A	ENSG00000082269	57579	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
455	DYM	DYM	HGNC:21317	dymeclin	ENSG00000141627	54808	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
456	DYM	DYM	HGNC:21317	dymeclin	ENSG00000141627	54808	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
457	SBF2	SBF2	HGNC:2135	SET binding factor 2	ENSG00000133812	81846	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
458	SBF2	SBF2	HGNC:2135	SET binding factor 2	ENSG00000133812	81846	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
459	LUC7L2	LUC7L2	HGNC:21608	LUC7 like 2, pre-mRNA splicing factor	ENSG00000146963	51631	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Down	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
460	CNTN1	CNTN1	HGNC:2171	contactin 1	ENSG00000018236	1272	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
461	CNTN1	CNTN1	HGNC:2171	contactin 1	ENSG00000018236	1272	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
462	TBC1D9	TBC1D9	HGNC:21710	TBC1 domain family member 9	ENSG00000109436	23158	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Down	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
463	VPS13B	VPS13B	HGNC:2183	vacuolar protein sorting 13 homolog B	ENSG00000132549	157680	Human	Gene	27119462	Homo sapiens			Neonate	Primary human keratinocytes	Primary human keratinocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	keratinocyte	CL_0000312	Cell Ontology	
464	VPS13B	VPS13B	HGNC:2183	vacuolar protein sorting 13 homolog B	ENSG00000132549	157680	Human	Gene	27119462	Homo sapiens			Neonate	Primary human Melanocytes	Primary human Melanocytes	Cell	UV radiation-General		300	In vitro	No irradiation	24	Genomics	Illumina HiSeq	Down	melanocyte	CL_0000148	Cell Ontology	
465	COL13A1	COL13A1	HGNC:2190	collagen type XIII alpha 1 chain	ENSG00000197467	1305	Human	Gene	12907719	Homo sapiens				WS1 human skin fibroblasts	WS1 human skin fibroblasts	Cell	UVC-radiation		50	In vitro	No irradiation	24	Genomics	Microarray	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
466	COL13A1	COL13A1	HGNC:2190	collagen type XIII alpha 1 chain	ENSG00000197467	1305	Human	Gene	12907719	Homo sapiens				WS1 human skin fibroblasts	WS1 human skin fibroblasts	Cell	UVC-radiation		50	In vitro	No irradiation	18	Genomics	Microarray	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
467	Collagen I	COL1A1	HGNC:2197	collagen type I alpha 1 chain	ENSG00000108821	1277	Human	Gene	17146610	Homo sapiens			26-35	Biopsy of exposed dermis skin	Buttock skin	Tissue	UV radiation-General			In vivo	No irradiation	24	Genomics	qRT-PCR	Down	dermis	UBERON_0002067	Uberon Ontology	
468	COL1A1	COL1A1	HGNC:2197	collagen type I alpha 1 chain	ENSG00000108821	1277	Human	Gene	27539902	Homo sapiens				Human dermal fibroblasts	Human dermal fibroblasts	Cell	UVA-radiation		200000	In vitro	No irradiation	24	Genomics	qRT-PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
469	COL1A1	COL1A1	HGNC:2197	collagen type I alpha 1 chain	ENSG00000108821	1277	Human	Gene	27539902	Homo sapiens				Human dermal fibroblasts	Human dermal fibroblasts	Cell	UVA-radiation		100000	In vitro	No irradiation	24	Genomics	qRT-PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
470	COL6A3	COL6A3	HGNC:2213	collagen type VI alpha 3 chain	ENSG00000163359	1293	Human	Gene	15339208	Homo sapiens				Human lens epithelial cells	Human lens epithelial cells	Cell	UVA-radiation	70	378000	In vitro	No irradiation	4	Genomics	Microarray	Down	lens epithelial cell	CL_0002224	Cell Ontology	
471	JHDM1D	KDM7A	HGNC:22224	lysine demethylase 7A	ENSG00000006459	80853	Human	Gene	19707549	Homo sapiens				Monocyte-derived Dendritic cells	Monocyte-derived Dendritic cells	Cell	UV radiation-General		40000	In vitro	No irradiation	6	Genomics	Microarray	Up	monocyte-derived dendritic cell	CL_0011031	Cell Ontology	
472	ATG9A	ATG9A	HGNC:22408	autophagy related 9A	ENSG00000198925	79065	Human	Gene	29154199	Homo sapiens	Healthy		Neonate	Human keratinocytes	Human keratinocytes	Cell	UVB-radiation		500	In vitro	No irradiation	12	Genomics	qRT-PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
473	ATG9A	ATG9A	HGNC:22408	autophagy related 9A	ENSG00000198925	79065	Human	Gene	29154199	Homo sapiens	Healthy		Neonate	Human keratinocytes	Human keratinocytes	Cell	UVB-radiation		500	In vitro	No irradiation	4	Genomics	qRT-PCR	Down	keratinocyte	CL_0000312	Cell Ontology	
474	Cortistatin	CORT	HGNC:2257	cortistatin	ENSG00000241563	1325	Human	Gene	29393496	Homo sapiens	Healthy			Human Retinal Pigment Epithelium cell lines	Human Retinal Pigment Epithelium cell lines	Cell	UVA-radiation	600		In vitro	No irradiation	0.5	Genomics	qRT-PCR	Up	retinal pigment epithelial cell	CL_0002586	Cell Ontology	
475	Cortistatin	CORT	HGNC:2257	cortistatin	ENSG00000241563	1325	Human	Gene	29393496	Homo sapiens	Healthy			Human Retinal Pigment Epithelium cell lines	Human Retinal Pigment Epithelium cell lines	Cell	UVA-radiation	600		In vitro	No irradiation	1	Genomics	qRT-PCR	Up	retinal pigment epithelial cell	CL_0002586	Cell Ontology	
